,0,1,2,3
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,TheInstitute of PostGraduate Medical Education and Research and Seth Sukhlal Karnani Memorial Hospitalcolloquially known asP G Hospital(Presidency General Hospital) orSSKM Hospitalis a tertiary referral government hospital for the state ofWest BengalIndiaand is a national research institute.     Located near Race Course ground and theVictoria Memorial Hallof Kolkata its locality is vibrant with urban cultural and historical landmarks like the Nandan complexRabindra Sadan Academy of Fine Arts theSaint Pauls Cathedral the Red Road and theIndian Museum. It faces the Maidan of Kolkata  a hotspot for political rallies in the city. TheBangur Institute of Neurosciencesis adjacent and functionally attached to this institution.The first hospital in Calcutta was built in the premises of the Old Fort at Gerstein Place in 1707. The Council of Fort William constructed this hospital. Initially built for the Europeans till 1770 this hospital was then known as the Presidency Hospital after the Presidency of Calcutta and due to its proximity to the Presidency Jail of Calcutta. Later it came to be known as the Presidency General Hospital or P.G. Hospital for short  the name which is still commonly used. In independent India the hospital was renamed as Seth Sukhlal Karnani Memorial Hospital in 1954 after great philanthropist of CalcuttaSukhlal Karnani.P.G. Hospital was established in 1770.TheEast India Company(Calcutta Council) purchased the plot of land which was a gardenhouse (in 1768) from Rev.John Zacharias Kiernanderat a cost of Rs. 98900.00 along with an adjoining plot belonging to a Bengali Gentleman.Rev. John Zacharias Kiernander came to Bengal from Southern India in 1758 to work as the first Protestant missionary in Calcutta. The well known Old Mission Church (Bath Tephillah the House of Prayer) built by him was the earliest favourite place of Protestant worship in Mission Row at his own expense at a cost of Rs. 65000 and established a mission school in the rear of the Church in 1767. The Presidency General Hospital was established near the St. Johns Church (presently in 1 Garstin Place and in its adjoining areas) which was in famous as a hellish side.,1.4999999850988388
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,Once this hospital was a glory of Kolkata but nowadays it searves poor treatment. I had a bad experience here my little nephew of 3years old was admitted here as an emergency patient but he wasnt treated by the doctors till 5hours of admitting. Even the junior doctors who were novice and still studying treated that little as a guinea pig and they even served a wrong treatment to that baby.. I am astonished to see that this govt hospital have so many modern instruments and facilities but the people are illiterate to handle it.,-1.4000000357627869
0,Fortis Medical Centre,Kolkata,My mother got her reroot canal treatment done here at Fortis Medical Centre Kolkata. The medical centre has a good team of doctors and staff. It is a wellequipped medical centre and my mothers treatment was carried out without any hassles. We strongly recommend this centre as we were impressed with the services.,2.800000011920929
0,Fortis Medical Centre,Kolkata,The Fortis Medical Center is our go to clinic in our neighbourhood. I took my daughter there after she was found suffering from high fever worried that it might be dengue or malaria. The staff there took her sample for testing and prescribed medicines. While the reports did allay our fears it was the kind words of the doctor on duty that I really liked. She did her best to put rest to our fear. Nice Work.,3.2999999821186066
0,Fortis Medical Centre,Kolkata,A really good medical centre. The staff here is friendly and doctors are available. Affordable and very well maintained.,2.599999964237213
0,Fortis Medical Centre,Kolkata,Best doctors best facilities under one roof and affordable for middle income families.,0.8999999761581421
0,Fortis Medical Centre,Kolkata,Neat and clean. Managed professionaly. Seating and waiting arrangements cosy and comfortable.,2.4999999403953552
0,Fortis Hospital,Kolkata,I had an appointment with one of the senior cardiologist. My appointment was at 1120 AM. I reached the place well in advance by 1045 AM to complete the formalities. Once all forms were filled along with payment it was informed that Doctor will be available by 1230 PM. It seems the usual norm is there is no fixed appointment schedule. If you want to meet your desired doctor then come in the morning wait till you are lucky. Next day was test which went well without any hassle. Third day was doctors consultation with the report. Again our appointment was at 345 PM. This time we came by 300 PM. but it seems we were too late. For a 345 PM appointment the expectation is to reach by 1230 PM. This was confirmed by the receptionist who had no idea when the doctor is going to arrive. Luckily I got my office laptop and finished half of my work sitting in the waiting area. The doc finally arrived by 600 PM. There was another instance where one patient who came for an appointment and was not informed that the doctor was on leave. I would not recommend this hospital unless you are in dire need.,-1.2999999672174454
0,Fortis Hospital,Kolkata,very well behaved sisters and housekeeping staffs..hard working and always ready to help..just returned home after spending 6 post operative tiring daysmy overall experience is very good,0.699999988079071
0,Fortis Hospital,Kolkata,Normally  people ignore when gets good treatment in hospital. But this time I would like to thank entire Cardiac department for well management   highly professional day care activities . You can surely rely on  Dr Shuvanan Ray  team  for their approach.,1.1999999806284904
0,Fortis Hospital,Kolkata,Such a disorganised hospital. Turned up for a health check today after the appointment was confirmed 4 days ago. After reaching there the receptionist simply said the machines were all down it was rather shocking and unbelievable for such a big hospital to have machines not running and all down and the worst thing was they didnt even bother to call back and informed about there machines situation. Id have no issues if they would have call back at least as it is difficult to arrange a day and travelled so far when you are a working person. I heard this is quite normal there as there was another person who had the same experienced before. Id definitely not recommend anyone this hospital will definitely not use it myself in the future.,-2.899999961256981
0,Fortis Hospital,Kolkata,Emails sent to Hospital are all still unanswered.1. The dentist told that root canal will cost Rs.14000 at Fortis hospital so better you meet me privately. (Typically this costs Rs.2500)2. The dentist was unable to give any proper reason for the swelling in patients gums except for making some guesstimate3. The patient is already registered since two months with Fortis hospitals in Mumbai still Fortis Kolkata again charged him registration fees. Illegal Money Extortion from trapped Patients,-2.399999976158142
0,IRIS Multispeciality Hospital,Kolkata,Dr. S K Kejriwal provides answers that are very helpful knowledgeable wellreasoned professional and sensible. My age is 34 i got married 2 years ago now a days i often feel like having sex but when i think about my condition i avoid,1.199999988079071
0,IRIS Multispeciality Hospital,Kolkata,It is one of wrost hospital at Kolkata. I needed a Medical checkup for Apollo Munich insurance so went there on2526 for check up. But sorry to say there is no Doctors for echo test .so they  took 2 days for a simple check up.So I argued with them why they harrasedh me. For that reason my Medical checkup report twist and I rejected for insurance. Very poor standard but rate is too high.It is only for local businesses centre,-2.600000038743019
0,IRIS Multispeciality Hospital,Kolkata,Worst untrained Dr. R.K. Singh(Ram Kumar Singh) bad attitude and very rude with patients. Money making business with zero benefit...took the patient to another hospital .Dr. R.K Singh need to learn besic etiquettes regarding behavior.gunda doctor. Unnecessary 18 test just for gas problem. Disgusting zero knowledge big zero to Dr. R.K singh.,-4.299999892711639
0,IRIS Multispeciality Hospital,Kolkata,I am rating them down cause they seem to lack a logical acceptance of patients request on food and diet.Not sure if the dietecians and the cook are serious enough to cater the food of a patient who has been staying more than 14 days now. Inspite of umpteen requests on the quality of the hospital food and its delivery to the patient. They seem to be deaf ears.There isnt any visibility on the escalation matrix and neither any accountability to improvise things upon feedback.Patient centric care and patient experience in the entire life cycle of patient stay is an immediate imperative for an an institution who claim to be multi speciality.,-1.800000011920929
0,IRIS Multispeciality Hospital,Kolkata,Have been to this hospital three times. Once for ENT Eye ans Skin specialist. Well I am highly satisfied with the diagnosis of the dermatologist Dr Aditi she correctly identified my allergy and suggested the best medicines. But in the other two visit in the year 2015 and 2016 respectively I am not that much satisfied with the doctors diagnosis as I think the medicines were not much effective and I had to suffer.,0.8999999761581421
0,Woodlands Multispeciality Hospital Limited,Kolkata,Excellent facilitiesWonderful staffPatient friendly reception and amenitiesVery polite and courteous behaviour.Very  neat and clean.Excellent management hassle free registration.Doctors very good and timely.Not expensive,0.8999999761581421
0,Woodlands Multispeciality Hospital Limited,Kolkata,The behavior of doctors and nurses are too good and also the food,0.5
0,Woodlands Multispeciality Hospital Limited,Kolkata,Excellent facilities with latest technology of medical and u have to pay here plenty of money.,0.8999999761581421
0,Woodlands Multispeciality Hospital Limited,Kolkata,This hospital saved my life. Dr Kalyan Sarkar in Urology is very good. Attendant food is excellent diabetic food is little bland to taste. Inpatient morning tea was nice breakfast lunch tea and dinner were served hot and wellstaffed with nurses who were attentive to buzzer for standard single room and changed bedsheets and did other duties with professionalism. Junior doctors pressurised me with upselling for heart bypass which was totally unrelated to my hospitalization reason. Price reasonable compared to Bellvue,2.699999988079071
0,Woodlands Multispeciality Hospital Limited,Kolkata,,0.0
0,DESUN Hospital And Heart Institute,Kolkata,This is an incident in the month of February 2019. First of all the doctors are pretty pathetic and will try to extract as much as money as possible from the patient by getting them emotionally weak or rather blackmailing them. So if you want to burn a hole in your pocket and get your patient deteriorated this is the best possible option.They will also get tons of tests done (which has very less significance with respect to the proper diagnosis required ) just to extract money. You dont even get a D of Diagnosis.My grandma went in in a condition and went out much worse than what she was before. Overall this is a much hyped place and the name drives it. If you have the option of any other hospital please chalk this out of the list. This will not only save money but also save the patient,-1.1999999359250069
0,DESUN Hospital And Heart Institute,Kolkata,I couldnt believe the fact that the doctors are so inaccessible.. I called up on phone and they said they dont share Doctors phone no which is fine and asked me to call on their land line so that I could further connect to the doctors. But no. The doctor was not at all ready to speak on phone as been told by the operator.  I think if time means money and thats  everything to you then DESUN be sure your advertisement will not attract unless u learn to be a bit more patient centric than money..a big thumbs down..#Dr.Nilanjan Mitra Urologist,-2.900000035762787
0,DESUN Hospital And Heart Institute,Kolkata,DESUN Hospital And Heart Institute is one of the leading Nursing home in kolkata for Cardiac Care. All type of modern facilities are available in the hospital. 24 hours emergency facility are available. Good doctors Nurses  Supporting staffs. Rates are also reasonable.,2.800000011920929
0,DESUN Hospital And Heart Institute,Kolkata,The hospital allows for the CGHS (central Government Hostel Scheme). It is a wellmaintained private hospital. We went to gynecologist she was good gave time cleared doubts.,0.8000000044703484
0,DESUN Hospital And Heart Institute,Kolkata,Although the doctors and services are good they take more than half a day to discharge a patient. And of course its all about money.,0.20000000298023224
0,Command Hospital,Kolkata,Excellent infrastructure with lots of experienced doctors and professional to look after with mns is well .I think its a boon to everyones related to defence background.super analysing and periodical surveying of other staff adding a top level of treatment in medical field.u can easily believe to get well soon in any condition . Just awesome......,1.7999999523162842
0,Command Hospital,Kolkata,Dr. Sengupta the neurosurgeon is absolutely the worst and the most rigid adamant and inefficient healthcare person I have dealt with... Despite telling him that physiotherapy has previously cured my ailment he wouldnt prescribe it and insisted on surgery Absolute deaf ear to what the patient is saying about their pain not open to discussion and feedback ShameI wad hospitalised for 6 days without any treatment only to take pain medication and an MRI.. What nonsense Could have atleast given me pain reducing IFT andor Ultrasound physiotherapy (which I have previously responded to extremely well for the same ailment)...Absolutely useless... Only thing he does is say Good morning during his morning rounds but doesnt even listen to what your status is for the day Poser...He himself said that I need medication and physiotherapy to reduce the pain then refuses to give physiotherapy asks me to come back after a month for surgery,-2.7999999821186066
0,Command Hospital,Kolkata,As this is free service the doctors provide worst service. Either doctors are incapable or they are negligent. Even state government hospital provide better medical service than command hospital. I would not recommend somebody who has capability to afford medical services other than command.,-3.299999952316284
0,Command Hospital,Kolkata,Provides services to army air force navy. Out of all some doctors are excellent. Other doctors are good for nothing. Opthalmology is worst. My parents insisted to get treatment from here. Situation became worst. After that I visited Susrut. Their condition is improving now.Cleanliness is good but majority of doctors are not well experienced. My recommendation go there for minor diseases. I wish I have not visited Command Hospital. Free is always Bad.,-1.6000000089406967
0,Command Hospital,Kolkata,Good amd expert doctors are here working and serving whole heartedly.One of the best hospital in kolkata.But it provides services only to the Defence personnel and their family.It is not for the common Civil person.,0.800000011920929
0,Kothari Medical Centre,Kolkata,Had a Very Good Experience with Kothari Medical Centre AliporeFirst of all the admission procedure was very prompt. They did not take much time in admitting the patient.Secondly the Rooms were awesome. They were beautifully decorated to maintain a proper mental health of the patient. Ambience was extra ordinaryLast but not the least THE SERVICE.Starting from Doctors Nurses to the Housekeeping personnel everybody was very prompt and efficient in their respective duties. They gave the utmost care that a patient requires. They do not delay at all in their services quick action gives quick recovery to the patient.Also the behavior and attitude of the Staff are appreciable. Good behavior improves mental health and helps in quick recovery of the patient. Everybody was very polite and were very efficient in their respective services.The Doctors next to God The nurses are very efficient. The nursing in charge provides extra motivation and support to the patients. She is really a very good human beingThe only negative point about this Hospital was the Impolite and Arrogant behavior of the Help Desk Representative. An Excellent Experience overall ,6.899999842047691
0,Kothari Medical Centre,Kolkata,Worst doctor facilities .. Gastroenterology Depertment is worst... Dont prefer (jaydip sarkar) nor (Maithi)... They just know how to drawn your money from pocket ... He dont work as his profession he work for money... He look patients more than his abilities ... Jst to earn money he embrace the patient.. Queqes is more,-1.9999999701976776
0,Kothari Medical Centre,Kolkata,Very good environment. Good stuffs and doctors,1.7999999523162842
0,Kothari Medical Centre,Kolkata,Dr Indrani das Gupta is one such doctor who is least worried about her patient. She has only bookish knowledge but no practical knowledge and she doesnt even know how to share patients health status with patients family. One of the rude doctors I have ever seen with no empathy. One worst experience and I would not recommend this neurologist to anyone. If you dont love your family member then leave himher in the hands of Dr Indrani das Gupta so she can do all her experiments on the patient and then take hisher life. Be aware. Shame on such doctors. No humanity left in such doctors.,-2.4999999180436134
0,Kothari Medical Centre,Kolkata,Best doctor available in hospital but service was little low all over good in kolkata very renewal  price Pay parking Atm availableCCD available. Good price,1.4000000357627869
0,"ILS Hospitals, Dumdum",Kolkata,Very helpful nursing staff extremely responsible. Lot depends on consulting doctor in our case we were fortunate (Pediatrics). Pediatrics care is great. We took a single cabin they allow one extra person apart from patient (for Pediatric cases child  mother are together construed as patient). Food quality diet and timing are well taken care of. Admission and discharge procedures were seamless (we were under cashless insurance plan). Prices charged seemed reasonable.,3.000000014901161
0,"ILS Hospitals, Dumdum",Kolkata,Nice hospital . I went multiple time for myself and for family members. Good doctorsinvestigation process  and lab facility faster. Behaviour of staff is good. Overall good experience so far.,3.4999999552965164
0,"ILS Hospitals, Dumdum",Kolkata,Hope nobody should have to visit hospital in their lifetime.But we humans are machine so sometime repairing of machine is also required to run properly.ILS MULTISPECIALITY HOSPITAL NAGERBAZAR is a place for all types of solutions.very qualified doctorsnurses and staffs are there.Everything is so well organized.staffs are very friendly.room cleaned 3 to 4 times in a day.food quality is very good for patients as prescribed by nutritionist and is always on time.,0.699999988079071
0,"ILS Hospitals, Dumdum",Kolkata,Highly disappointed...My patient is still admitted. Today when your staff taken him for USG i was literally shocked to see that a well known multispecialist hospital dont enough wheel chairs.. Some critical patients were asked release their chair and wait on the bench..We bring our dear ones to you for desired and proper care.. This was not at all expected...,-2.2999999821186066
0,"ILS Hospitals, Dumdum",Kolkata,My cousin just had her hernia surgery there. The treatment and other services were just amazing. The laparoscopic hernia operation was a miracle that made it possible for her to get discharged within a couple of days.,0.8999999761581421
0,AMRI Hospitals Saltlake Annexe,Kolkata,It is really one of the best hospitals in Kolkata. Good infrastructure and latest technology to treat different problems. The staff behaves very well and welcome patients in a positive way. It is my first preference whenever I suffer from a medical condition.,2.599999964237213
0,AMRI Hospitals Saltlake Annexe,Kolkata,I go for regular checkups to AMRI Hopsital Saltlake and I rate is very highly. The doctors are passionate about their work and they dont treat people like animals which is quite usual problem in our society.Good Hospital,0.800000011920929
0,AMRI Hospitals Saltlake Annexe,Kolkata,Best hospital in Kolkata. Here quality health care facility available.  Service is very transparent and if you are going through any treatment they explain and brief you on each every steps. Doctors and nurses are very polite and helpful.,2.3999999910593033
0,AMRI Hospitals Saltlake Annexe,Kolkata,I was admitted at AMRI Hospitals about 1 year ago for stones in my Kidney. Although the problem wasnt fatal by any stretch of imagination it kept getting worse in the early stages. However the doctors at AMRI were very good with the treatment. I became healthy in a week and havent experienced any problems since.,1.2999999895691872
0,AMRI Hospitals Saltlake Annexe,Kolkata,I often had gastrological problems. I visited the hospital for that reason. Now Im feeling a lot better and the treatment of Dr Sujit worked wonders really. Happy with the treatment.,1.600000023841858
0,The Calcutta Medical Research Institute,Kolkata,The worst hospital possible. Nurses and staff are totally untrained and have no worry about patient problems. Being in an executive room they forgot that the patient needs food. No food was given to the patient on the day of admission. Nurses again forgot the Dr. has advised discharge. Then they had one person to collect all discharge payments. After an hour of waiting they informed us that they havent received the payment. No point getting any person admitted here even if you know the doctor.,-4.599999979138374
0,The Calcutta Medical Research Institute,Kolkata,nice experience...went to consult with Dr S Pattnaik and i m very happy with the treatment and the staffs are also very cooperative...really nice experience.,0.8999999761581421
0,The Calcutta Medical Research Institute,Kolkata,Worst experience ever They overcharged every test performed. Doctors are more concerned about increasing the bill than treating the patients. The radiology dept with held  reports longer than necessary to increase the duration of stay at the hospital. Although I do not expect any better from the birlas. Would have given zero stars if possible. Would not recommend it to anyone.,-1.699999988079071
0,The Calcutta Medical Research Institute,Kolkata,Their phone number is not working for booking. I need Dr. K.K. Deys appointment but right now Im unable to do that due to their technical problem. They are very careless about this if u r running a hospital u must take care of Its contact number. Anyone have any idea how to get an appointment with dr. K.k.Dey?,-2.0
0,The Calcutta Medical Research Institute,Kolkata,So unprofessional reception staff....Never picks up the call....Even if the OPD dept does so...The lady who sits there forwards the call to specialty appointment dept....Which puts your call on hold forever.......Disgusting you guys are....lazylumps..... patients call up for obvious emergency reasons....Not for fooling around...,-0.8999999761581421
0,Medical College Hospital,Kolkata,Please be informed that on Thursdays  Saturdays  Sundays the dermatology department is off. Other Days ticket counters 5  6 near gate no  3 opens at sharp 9 a.m. Do maintain Queue.,-0.7000000104308128
0,Medical College Hospital,Kolkata,Medical College is in service of nation for almost two centuries like an affectionate mother . For me Its place of being something from nothing ....,-0.5
0,Medical College Hospital,Kolkata,Treatment doctors nurse and nursing and others hospital staff also helpe to solve pasent problems all over the hospital system are all right.,0.0
0,Medical College Hospital,Kolkata,The doctors are excellent and highly experienced. But the behavior of the nurse and the staff is very rude even few doctors come in this list total worst service. The common problem in the hospital  no vacancy. I will request the health ministry to expand the no of beds because patient dies without getting treatment due to no vacant.,-1.300000011920929
0,Medical College Hospital,Kolkata,Very good government hospital. But hostel conditions are very poor. It takes very lengthy time to get an appointment of a doctor and others testing facilities.,-0.3999999910593033
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Decent hospital. Unfortunately the only decent Private Hospital in the area basically making it a monopoly. There are some good doctors but most are on call rather than full time at this particular hospital which is definitely a problem. However it has come miles since it was under a different management. Still there is scope for much improvement.,-0.10000000149011612
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Good treatment. Cashless under West Bengal Health Scheme treatment done for my father. Nice diagnosis of doctors.,1.7999999895691872
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Very sorry to say the WORST HOSPITAL i have ever seen.If you have mediclaim then they will be using up almost the entire amount .They are ready to squeez out the maximum from you.I was admitted with fever in CCU ward .i dont know the reason why they have put me there.Bed charge 5900 .They even discharged me in 4 days from CCU with a bill amount of Rs.95941.I was the only concious patient in the ward and found it was just like a market place staff shouting and talking with each otherif you want to sleep you cant sleep (few are really good)1 or 2 trained nurses others are newly passed out nurses who even cannot make blood channels.LET THE PATIENT REMAIN WITHOUT TREATMENT BUT NEVER COME TO NARAYANA BARASAT.,-0.8999999761581421
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Too much irresponsible management department.. Their havent any consciousness about patient.,-0.8999999761581421
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Excellent service received under West Bengal Halth Scheme (cash less) for treatment of my mother. Prompt caring at the Emergency as well as in the wards. Very Clean  floor and the toilet. Good quality food with long range of variety as suited for the patients are provided. Security personnel are very strict  especially the lady at the level 2 gate . Thanks to her and Sorry Mam as I was little bit impatient  by that time due to anxiety. Thanks to the sisters the floor management and the billing section  who are very much cordial  and always alert for providing the best possible service in a professional aptitude. Finally the  faculty Doctors who  paid visits as and when required and enabled my mother a speedy recovery. Thanks a lot to all of you.,5.699999898672104
0,Kolkata Port Trust Hospital,Kolkata,Its truly a good hospital with a good ratio of doctors  patients.. Something which is very rare in Govt. HospitalOverall good hospital with good doctors,1.6000000014901161
0,Kolkata Port Trust Hospital,Kolkata,Good hospital.service is good.helpful doctors.Very bad atmospheredirtypatients beds also dirtytreatment is not goodGood treatment and clean place..and good checkup,0.800000011920929
0,Kolkata Port Trust Hospital,Kolkata,Good treatment is provided to Port Trust Staffs at zero cost but dont expect high quality treatments.Some doctors are rude but most of the OPD doctors are good.Free medicine diagnosis and imaging services are also provided.Though hospital structure is not modern but it is clean and well maintained.,0.8999999761581421
0,Kolkata Port Trust Hospital,Kolkata,Its a Hospital for Kolkata Port Ttrust employee. Well maintained.,0.8999999761581421
0,Kolkata Port Trust Hospital,Kolkata,Small but well maintained hospital Road conditions are very bad there,0.699999988079071
0,ILS Hospitals,Kolkata,I recently had a baby girl but unfortunately she was born preterm. She was very ill and our nursing home could not cure her so instead they referred ils and we bought her here. The doctors at ils are amazing and saved my little girl. I cannot thank them enough.,0.5999999716877937
0,ILS Hospitals,Kolkata,The place actually dont deserve any sort of star what so ever. My FF is stuck with this organisation for more than an year now. HR is clueless so is finance department. I lost all the hopes of getting my hard earned salary after looking at the attitude that they carry towards ex employees. My sincere suggestion to all not to look at this place from a job prospect. The only gentleman in this mess was Dr Om Tantia. But just like any other successful man he also got lots of fox around him which he have to be beware of.,-1.7999999523162842
0,ILS Hospitals,Kolkata,ILS Hospital is one of the most advanced Nursing home in kolkata. All type of modern facilities are available in the hospital. Round the clock emergency facility are available. Good doctors Nurses  Supporting staffs. Nice experience.,2.499999977648258
0,ILS Hospitals,Kolkata,It is a very good place the hospital the staff are very good they are care everyone very nicely and there are many doctors for children and adults and I l like the place very much.,0.8999999761581421
0,ILS Hospitals,Kolkata,Nice facilities are available in this hospital. Stuffs are cooperative.,1.5
